nom,vi
由是黃洞蠻引環王入寇,do thị hoàng động man dẫn hoàn vương nhập khấu
又令私奴耕蘇歷江上北,hựu lệnh tư nô canh tô lịch giang thượng bắc
身,thân
姅情姅景如支𬌓𢚸,nửa tình nửa cảnh như chia tấm lòng
𧏵 朝 陛 玉 香 籠 座 蓮,rồng chầu bệ ngọc hương lồng toà sen
󰜋𠳒𠳐鑿𥒥鐄始終,một lời vâng tạc đá vàng thuỷ chung
󰅒它𤑟鄧源干,nay đà rõ đặng nguồn cơn
〇卷之七,quyển chi thất
幸得龍爪之瑞大破全梁之兵,hạnh đắc long trảo chi thuỵ đại phá toàn lương chi binh
時明國多使人來探訪事情殆無虚日,thời minh quốc đa sử nhân lai thám phỏng sự tình đãi vô hư nhật
并伊家人就交界,tịnh y gia nhân tựu giao giới
多云雀鼠貪生就死實難或云官上當死某𡸈願生,đa vân tước thử tham sinh tựu tử thực nan hoặc vân quan thượng đương tử mỗ khởi nguyện sinh
初七日諒山王宜民自立即皇帝位大赦改元天興十月三日以前著延寧六年七日以後著宜民天興元年,sơ thất nhật lạng sơn vương nghi dân tự lập tức hoàng đế vị đại xá cải nguyên thiên hưng thập nguyệt tam nhật dĩ tiền trước diên ninh lục niên thất nhật dĩ hậu trước nghi dân thiên hưng nguyên niên
九月勑黄丁十二歲以選取充軍改為十五歲以上開為男子大項從阮日升之奏也,cửu nguyệt sắc hoàng đinh thập nhị tuế dĩ tuyển thủ sung quân cải vi thập ngũ tuế dĩ thượng khai vi nam tử đại hạng tòng nguyễn nhật thăng chi tấu dã
獨黎廣度出行于陳暠,độc lê quảng độ xuất hàng vu trần cảo
占城來貢〇,chiêm thành lai cống 
然上承慈命下徇轝情有弗克于辭者迺於今年正月初一日即位建元爲嘉泰元年寔頼大臣左相太尉長國公鄭松暨文武臣僚同心脩輔共安社稷,nhiên thượng thừa từ mệnh hạ tuân dư tình hữu phất khắc vu từ giả nãi ư kim niên chính nguyệt sơ nhất nhật tức vị kiến nguyên vi gia thái nguyên niên thực lại đại thần tả tướng thái uý trường quốc công trịnh tùng kị văn vũ thần liêu đồng tâm tu phụ cộng an xã tắc
𠊛 𠀧 𧵑 𠀧 類,người ba của ba loài
没 𢚸 公 正 討 𬆄,một lòng công chính thảo ngay
乙未天感至寳二年宋淳二年,ất mùi thiên cảm chí bảo nhị niên tống thuần nhị niên
庒 𢪀 𡥵 丐 𨉓 𥘀 𢬣 鉊 鈽,chẳng nghĩ con cái mình nặng tay rìu búa
其弟餘善乃𭁈宗族謀曰王以擅𭛁兵擊南越不請故漢𭛁兵來誅,kì đệ dư thiện nãi dữ tông tộc mưu viết vương dĩ thiện phát binh kích nam việt bất thỉnh cố hán phát binh lai tru
䏾 𢪀 役 爫 買,bụng nghĩ việc làm mới
諸臣景異罵賊欲其速殺,chư thần cảnh dị mạ tặc dục kì tốc sát
榖旦載蠲芝綸誕播,cốc đán tải quyên chi luân đản bá
二十八日酉時有星直騰西方走形如帛疋,nhị thập bát nhật dậu thì hữu tinh trực đằng tây phương tẩu hình như bạch thất
軒娄撩産琴𦝄,hiên sau treo sẵn cầm trăng
書曰知之非艱行之惟艱,thư viết tri chi phi gian hành chi duy gian
降北道等處承宣使黎公恪等各一等以本處多蝗蟲不能先奏坐視民瘼也,giáng bắc đạo đẳng xứ thừa tuyên sứ lê công khác đẳng các nhất đẳng dĩ bản xứ đa hoàng trùng bất năng tiên tấu toạ thị dân mạc dã
亭上侯十四人黎隻黎文安黎列黎兔黎禮黎戰黎魁黎頂黎拙黎磊黎汝覧黎抄黎儉黎栗,đình thượng hầu thập tứ nhân lê chích lê văn an lê liệt lê thố lê lễ lê chiến lê khôi lê đỉnh lê chuyết lê lỗi lê nhữ lãm lê sao lê kiệm lê lật
南策,nam sách
生時𨄹𨀈𡑝桃倍𦋦,sinh thì dạo bước sân đào vội ra
恪,khác
恩翁救鄧雲仙姅𠸖,ơn ông cứu đặng vân tiên bạn lành
春正月選丁男壮者充軍五,xuân chính nguyệt tuyển đinh nam tráng giả sung quân ngũ
中帝首,trúng đế thủ
自古賢人君子智炳識,tự cổ hiền nhân quân tử trí bỉnh thức
民浪屡奴群低,dân rằng lũ nó còn đây
官 榜 生 點,quan bảng sinh điểm
𨍦 𢜠 㛪 𡛔 𠄩 娘 産 疎,sau mừng em gái hai nàng sởn sơ
店咹,tiệm ăn
𡭧𠲖邊娶边從易兜,chút e bên thú bên tòng dễ đâu
〇卷之十六,quyển chi thập lục
合分,hợp phần
𠯇浪因果󰇾揚,rỉ rằng nhân quả dở dang
󰜋茹底姉𥢆寃󰜋命,một nhà để chị riêng oan một mình
王以其光受鴻名命永膺於𮌐祐莫安鰲世丕顯於治平,vương dĩ kì quang thụ hồng danh mệnh vĩnh ứng ư quyến hựu mạc an ngao thế phi hiển ư trị bình
太師諒國公鄭檢使清郡公守峩山瑞郡公何壽祥守宋山各率精兵拒之,thái sư lượng quốc công trịnh kiểm sử thanh quận công thủ nga sơn thuỵ quận công hà thọ tường thủ tống sơn các suất tinh binh cự chi
每差軍将攻捕𡧸使捉帝勿還,mỗi sai quân tướng công bổ mật sử tróc đế vật hoàn
自古帝王之增益聖德者未有不由學問,tự cổ đế vương chi tăng ích thánh đức giả vị hữu bất do học vấn
周㐫貪諸將不為之用遂解重圍蠻人遁去者太半,chu hung tham chư tướng bất vị chi dụng toại giải trùng vi man nhân thuẫn khứ giả thái bán
控御邊陲保安方民〇,khống ngự biên thuỳ bảo an phương dân 
先是黎榴守坡壘關見賊至退守隘關賊又進争榴復棄蒥關退屯支棱,tiên thị lê lựu thủ pha luỹ quan kiến tặc chí thoái thủ ải quan tặc hựu tiến tranh lựu phục khí lưu quan thoái đồn chi lăng
仍句名利庒潺𢚸低,những câu danh lợi chẳng sờn lòng đây
丕𢧚𥋓󰘚爫清,vậy nên ngảnh mặt làm thinh
政平府知州河忠爲帝所執死之,chính bình phủ tri châu hà trung vi đế sở chấp tử chi
淳郡公宏郡公等將兵走脱,thuần quận công hoành quận công đẳng tương binh tẩu thoát
彼乘輕,bỉ thừa khinh
两兵交戦官軍大勝,lưỡng binh giao chiến quan quân đại thắng
官錢十官而責梁世榮杜欣等以學業不進之罪,quan tiền thập quan nhi trách lương thế vinh đỗ hân đẳng dĩ học nghiệp bất tiến chi tội
兹嫡子維䄔年方九歳漸已長成尙賴王翊賛成就以承大統慰臣民之望,tư đích tử duy vũ niên phương cửu tuế tiệm dĩ trưởng thành thượng lại vương dực tán thành tựu dĩ thừa đại thống uý thần dân chi vọng
上皇命焚之以安反側惟向之行者𨿽身在虜庭亦遙議以流死田產没官去其國姓,thượng hoàng mệnh phàn chi dĩ an phản trắc duy hướng chi hàng giả tuy thân tại lỗ đình diệc dao nghị dĩ lưu tử điền sản một quan khứ kì quốc tính
為此陳奏除雜居無類應斥却外其原有市肆庯舍前續入税額且許居住販賣營生許入本坊入税如例,vi thử trần tấu trừ tạp cư vô loại ứng xích khước ngoại kì nguyên hữu thị tứ bô xá tiền tục nhập thuế ngạch thả hứa cư trú phán mại doanh sinh hứa nhập bản phường nhập thuế như lệ
附胡季犛漢蒼季犛字理元自推其先祖胡興逸本浙江人五季後漢時來守演州,phụ hồ quý li hán thương quý li tự lí nguyên tự suy kì tiên tổ hồ hưng dật bản chiết giang nhân ngũ quý hậu hán thời lai thú diễn châu
於低或固佳音庒󰑼,ở đây hoặc có giai âm chăng là
冬十一月朔日重暈,đông thập nhất nguyệt sóc nhật trùng vựng 
盖英宗倚托國瑱尤重将以帝為託,cái anh tông ỷ thác quốc chẩn vưu trọng tương dĩ đế vi thác
爫 𢧚 歷 坦 迎 𡗶,làm nên lệch đất nghiêng trời
當時稱之曰太后能盡母道矣嫡庶之分雖不同而仁慈之念無或間使君臣父子兄弟之恩義不少玷缺近古以來未之有也,đương thời xưng chi viết thái hậu năng tận mẫu đạo hĩ đích thứ chi phân tuy bất đồng nhi nhân từ chi niệm vô hoặc gian sử quân thần phụ tử huynh đệ chi ân nghĩa bất thiếu điếm khuyết cận cổ dĩ lai vị chi hữu dã
府尹彈壓之官如見權貴勢家不等員人驕從游俠弗遵法制許得彈糾懲治,phủ doãn đạn áp chi quan như kiến quyền quý thế gia bất đẳng viên nhân kiêu túng du hiệp phất tuân pháp chế hứa đắc đàn kiểu trừng trị
登庸步行則,đăng dung bộ hành tắc
今朕躬秉白旄手持黄銊遏彼蠻方覊前代不覊之㓂,kim trẫm cung bỉnh bạch mao thủ trì hoàng tuất át bỉ man phương ki tiền đại bất ki chi khấu
二十一日色諭文武官係非錦金二衛臣武殿前効力壮士等衛司親属托故饋遺交通餔啜求交好及與之交好者並拿下廷尉其外臣𭁈内臣交斬罪該官不能檢󰁮以流罪罪之,nhị thập nhất nhật sắc dụ văn võ quan hệ phi cẩm kim nhị vệ thần vũ điện tiền hiệu lực tráng sĩ đẳng vệ tư thân thuộc thác cố quỹ di giao thông bô xuyết cầu giao hảo cập dữ chi giao hảo giả tịnh nã hạ đình uý kì ngoại thần dữ nội thần giao trảm tội cai quan bất năng kiểm cử dĩ lưu tội tội chi
先是三王叛前一日帝夢見稱銅皷山神語帝以武德東征翊聖三王作亂速調兵討之,tiên thị tam vương phản tiền nhất nhật đế mộng kiến xưng đồng cổ sơn thần ngữ đế dĩ vũ đức đông chinh dực thánh tam vương tác loạn tốc điều binh thảo chi
致生灵之塗炭者幾七十年稔禍乱之原由者非一二日,trí sinh linh chi đồ thán giả cơ thất thập niên nhẫm hoạ loạn chi nguyên do giả phi nhất nhị nhật
以陶󰁮任内繁衙門满三考稱職無犯法故陞之,dĩ đào cử nhiệm nội phồn nha môn mãn tam khảo xứng chức vô phạm pháp cố thăng chi
凣外國人來京者徃徃雜至其家如宋客則對坐交床講話竟日占人雜蠻亦各以其國俗接之仁宗時󰀋馬錫國使來貢求能通語者不可得獨,phàm ngoại quốc nhân lai kinh giả vãng vãng tạp chí kì gia như tống khách tắc đối toạ giao sàng giảng thoại cánh nhật chiêm nhân tạp man diệc các dĩ kì quốc tục tiếp chi nhân tông thời sách mã tích quốc sứ lai cống cầu năng thông ngữ giả bất khả đắc độc
斜 陽 俸 我 課 紅 樓,tà dương bóng ngả thuở hồng lâu
帝自将督戰前󰱆矢石,đế tự tướng đốc chiến tiền cốt thỉ thạch
𠃅娄羕固𠮿嗃㗂㝵,mé sau dường có xôn xao tiếng người
渚詳特户特𠸜,chưa tường được họ được tên
二十九日勑㫖󰱥今通政使司接受内外各衙門官貟奏本間有寫字遺漏差謬即檢奏送刑部罸錢如令若軍色民停罸錢,nhị thập cửu nhật sắc chỉ kế kim thông chính sứ ti tiếp thụ nội ngoại các nha môn quan viên tấu bản gian hữu tả tự di lậu sai mậu tức kiểm tấu tống hình bộ phạt tiền như lệnh nhược quân sắc dân đình phạt tiền
楊 公 者 格 爫 盧,dương công giả cách làm lờ
恄 腰 停 固 如 偏 𢚸,ghét yêu đừng có như thiên lòng
些油悶結𡢽爺,ta dầu muốn kết sui gia
庚子唐僖宗儼廣明元年,canh tí đường hi tông nghiễm quảng minh nguyên niên
癸卯四年宋宣和五年,quý mão tứ niên tống tuyên hoà ngũ niên
秋七月納平章惠肅王長女顯貞公主為宸妃〇,thu thất nguyệt nạp bình chương huệ túc vương trưởng nữ hiển trinh công chúa vi thần phi 
禮心㐌達訟期拱衝,lễ tâm đã đặt tụng kỳ cũng xong
𠊛 咹 於 别 調,người ăn ở biết điều
使柴椿以兵千人護送還國,sử sài xuân dĩ binh thiên nhân hộ tống hoàn quốc
𪟦才𡛔色春當皮時,trai tài gái sắc xuân đương vừa thì
善政永保圖功,thiện chính vĩnh bảo đồ công
浽𧵆芇別塘賒世尼,nỗi gần nào biết đường xa thế này
㨂船直𣷷結𥾒扛滝,đóng thuyền chực bến kết chài giăng sông
至是玄宗崩無嗣王乃旨諭節制府及大臣文武百官曰我聞天下者皇朝聖祖神宗之天下,chí thị huyền tông băng vô tự vương nãi chỉ dụ tiết chế phủ cập đại thần văn võ bách quan viết ngã văn thiên hạ giả hoàng triều thánh tổ thần tông chi thiên hạ
固 勃 買 糊,có bột mới hồ
南詔以其属段酋遷領我府節度使,nam chiếu dĩ kì thuộc đoàn tù thiên lĩnh ngã phủ tiết độ sứ
辛卯十四年莫改興治為洪明萬曆十九年寕初年,tân mão thập tứ niên mạc cải hưng trị vi hồng minh vạn lịch thập cửu niên ninh sơ niên
船 棹 店 月 滝 碧,thuyền chèo đêm nguyệt sông biếc
試手分以准詞手分即五刑吏,thí thủ phân dĩ chuẩn từ thủ phân tức ngũ hình lại 
時帝遣管甲進禄徵驩愛二州税進禄率二州人附于占城,thời đế khiển quản giáp tiến lộc trưng hoan ái nhị châu thuế tiến lộc suất nhị châu nhân phụ vu chiêm thành
入至玩舚橋外即止,nhập chí ngoạn thiềm kiều ngoại tức chỉ
京討多士,kinh thảo đa sĩ
己亥十年宋宣和元年,kỉ hợi thập niên tống tuyên hoà nguyên niên
賜杜珙進士及第杜直等三人進士出身阮壽椿等二十人同進士出身,tứ đỗ cung tiến sĩ cập đệ đỗ trực đẳng tam nhân tiến sĩ xuất thân nguyễn thọ xuân đẳng nhị thập nhân đồng tiến sĩ xuất thân
朕方爾信,trẫm phương nhĩ tín
辛丑二年宋宣和三年,tân sửu nhị niên tống tuyên hoà tam niên
冬十月考覈軍民書筭,đông thập nguyệt khảo hạch quân dân thư toán
諸皇子侍側因謂之曰須觀古人所行善則從之不善則遠之何煩父教嘗曰人君之任人非私其人也,chư hoàng tử thị trắc nhân vị chi viết tu quan cổ nhân sở hành thiện tắc tòng chi bất thiện tắc viễn chi hà phiền phụ giáo thường viết nhân quân chi nhiệm nhân phi tư kì nhân dã
上令,thượng lệnh
謹魚娘買䜹浪,ngần ngừ nàng mới thưa rằng
時天地陰曀忽出彩色黄雲眾皆驚異乃尊興󰆑帝爲上皇同戮力擊賊,thời thiên địa âm ê hốt xuất thái sắc hoàng vân chúng giai kinh dị nãi tôn hưng khánh đế vi thượng hoàng đồng lục lực kích tặc
如引選則每遭四十人吏部先移咨各衙門端供應銓除者姓名公同科󰱑引選具奏取旨銓除,như dẫn tuyển tắc mỗi tao tứ thập nhân lại bộ tiên di tư các nha môn đoan cung ứng thuyên trừ giả tính danh công đồng khoa đài dẫn tuyển cụ tấu thủ chỉ thuyên trừ
人君權公上出必隆爵以表閲勳亶恊明徵載鏤華册,nhân quân quyền công thượng xuất tất long tước dĩ biểu duyệt huân đản hiệp minh trưng tải lũ hoa sách
秋七月造傘圓山神祠及布盖翁嚴翁母等神祠,thu thất nguyệt tạo tản viên sơn thần từ cập bố cái ông nghiêm ông mẫu đẳng thần từ
