nom,vi
󰋇𠳒心腹𦛌𦚐,ấ ờ â ú ộ à
相知󰒂󰀎買󰑼相知,ươ  ĩ ấ ớ à ươ 
𨔾𩂏𦅰纀少之,ở  đù ọ ế ì
𤾓𢆥名節拱𧗱𣎀-,ă ă  ế ũ ề đê 
脱催𢬣吏琴𢬣,ắ ô  ạ ầ 
強腰爲󰞺強傷爲情,à ê ì ế à ươ ì ì
添𤓢架浽香缾,ê ế á ỗ ươ ì
共饒吏祝󱋓瓊交歡,ù  ạ ố é ỳ  
情初來𣼽坤寒,ì ư  á ô à
從容吏𠳨𦰟弹𣈜初,  ạ ỏ ó đà à ư
娘浪爲󰋇塘絲,à ằ ì ấ đườ ơ
𡗋𠊛朱旦悲𣇞吏催,ắ ườ  đế â ờ ạ ô
咹󱋔時事㐌耒,ă ă ì ự đã ồ
你𢚸𠊛󰉵𠳐𠳒󰜋番,ể ò ườ ũ â ờ ộ 
泛弹迢迭𢬣仙,í đà è ặ  ê
𤌋沉高󰞺㗂弹𧵆賒,ó ầ  é ế đà ầ 
曲兜淡蔭陽和,ú đâ đầ ấ ươ à
󰀎󰑼蝴蝶咍󰑼莊生,ấ à ồ đệ  à  
曲兜淹爱春情,ú đâ ê á â ì
󰀎魂蜀帝咍命杜鵑,ấ ồ ụ đế  ì đỗ ê
冲牢珠㳶溋涓,  â ỏ ề ê
蔭牢曷玉蓝田買冬,ấ  ạ ọ  đề ớ đô
津𦖻𦖑𨔊𠄼宫,ọ   ố ă 
㗂芇󰑼𫽄恼燶𠱋𡁞,ế à à ẳ ã ù ô 
払浪譜󰀎𢬣芇,à ằ ổ ấ  à
初牢愁惨󰅒牢𢝙圍,ư  ầ ả    ầ
傷𢝙𪽝在𢚸尼,ươ  ở ạ ò à
咍󰑼苦尽旦𣈜甘來, à ổ ậ đế à  
娘浪爲𡮍咍制,à ằ ì ú  ơ
断膓㗂󰀎害𠊛閉𥹰,đạ ườ ế ấ ạ ườ ấ â
󰜋番知己共饒,ộ   ỷ ù 
卷𦀊自帝𧗱𡢐拱除,ố â ừ đấ ề  ũ ừ
傳路渚𣴓𩯀絲,ệ ò ư ạ ó ơ
𬷤陀嘅創𡗶皮孕東,à đà á á ờ ừ ự đô
情𥢆払吏呐󰠃,ì ê à ạ ó ù
󰜋茹埃拱𨔍𨓡𠸦劳,ộ à  ũ ạ ù  
朱咍淑女志高,  ụ ữ í 
沛𠊛𣋽槾最桃如埃,ả ườ ớ ậ ố đà ư 
𠄩情院尾和𠄩, ì ẹ ẽ à 
𫽄𥪞𧜖襘拱外琴詩,ẳ  ă ố ũ à ầ ơ
欺󱋓𨢇欺局旗, é ượ  ộ ờ
欺󰏙花𦬑欺徐𦝄𨖲,   ở  ờ ă ê
𠀧生㐌菲𨑮願,  đã ỉ ườ ề
緣堆𡋿拱󰑼緣伴排,ê đô ứ ũ à ê ạ ầ
𢖵𠳒立󰜋庵𩄲,ớ ờ ậ ộ  â
遣𠊛身戚逴柴𮗓緣,ế ườ â í ướ ầ á ê
典尼㨂󰁮掑杄,đế ơ đó ử à 
𦼔𠆳技額𦹵𨕭𠃅茹,ê ù ẽ ạ ỏ ê á à
師它󰇼𬟥方車,ư đà á ố ươ 
𩄲𠖤鶴另別󰑼尋兜,â  ạ á ế à ì đâ
𥘀爲𡮍󰒂初𡢐,ặ ì ú ĩ ư 
𨕭庵據𡨹香油𣋚枚,ê  ứ ữ ươ ầ ô 
󰜋茹福祿𫡂𠄩,ộ à ú ộ ồ 
天年弋弋官堦各吝,ê ê ằ ặ   ầ ầ
丞家𫽄歇娘雲,ừ  ẳ ế à â
󰜋𣘃樛木󰜋𡑝桂槐,ộ â ù ộ ộ â ế è
風流富貴埃皮, ư ú ý  ì
圍春󰜋󰠮底碑𰿘𠁀, â ộ ử để  ô đờ
𡄎咍𰿘事在𡗶,ẫ  ô ự ạ ờ
𡗶箕㐌扒爫𠊛固身,ờ  đã ắ à ườ ó â
扒風塵沛風塵,ắ  ầ ả  ầ
朱清高買特分清高,   ớ đượ ầ  
固兜天為𠊛芇,ó đâ ê ị ườ à
𫳘才𫳘命𣼭󰠢奇𠄩,ữ à ữ ệ ồ à ả 
固才麻𢚁之才,ó à à ậ  à
𫳘才連貝𫳘灾󰜋韻,ữ à ề ớ ữ  ộ ầ
㐌芒𥙩業𠓨身,đã  ấ ệ à â
拱停責吝𡗶𧵆𡗶賒,ũ đừ á ẫ ờ ầ ờ 
善根於在𢚸些,ệ ă ở ạ ò 
𫳘心箕買朋𠀧𫳘才,ữ â  ớ ằ  ữ à
𠳒圭抇𢶒容𨱽,ờ ê ặ ó ô à
模𢝙拱特󰜋𠄽󰠯更,  ũ đượ ộ à ố 
𤾓𢆥𥪞𡎝𠊛些,ă ă  õ ườ 
𡨸才𡨸命窖󰑼恄饒,ữ à ữ ệ é à é 
󰠵戈没局𣷭橷,ả  ộ ộ ể â
仍調𬖉𧡊㐌𤴬疸𢚸,ữ đề ô ấ đã đ đớ ò
𨔍之彼嗇斯豊,ạ ì ỉ ắ ư 
𡗶撑涓貝𦟐紅打悭,ờ   ớ á ồ đá 
稿𦹳吝󰇾𠓀畑,ả ơ ầ ở ướ đè
風情固錄群傳史撑, ì ó ụ ò ề ử 
浪𢆥嘉靖朝明,ằ ă  ĩ ề 
𦊚方𪹚𣼽𠄩京凭鐄,ố ươ ẳ ặ   ữ à
固茹員外户王,ó à ê ạ ọ ươ
家資擬拱常常堛中, ư ĩ ũ ườ ườ ậ 
没𤳆𡥵次𣖢𢚸,ộ   ứ ố ò
王觀󰑼𡨸綏𣳔儒家,ươ  à ữ ố ò  
頭𢚸𠄩妸素娥,đầ ò  ả ố 
翠翹󰑼姉㛪󰑼翠雲,ý ề à ị  à ý â
枚骨格雪精神, ố á ế  ầ
没𠊛没𨤔𨑮分院𨑮,ộ ườ ộ ẻ ườ â ẹ ườ
雲󰏙莊重恪潙,â   ọ á ờ
囷𦝄苔惮󰞺𧍋𦬑囊,ô ă đầ đặ é à ở 
花唭玉説端莊, ườ ọ ố đ 
𩄲輸渃𩯀雪讓牟䏧,â  ướ ó ế ườ à 
翹強色稍漫𣻕,ề à ắ ả ặ à
搊皮才色吏󰑼分欣, ề à ắ ạ à ầ ơ
灡秋水󰞺春山,à  ỷ é â ơ
花悭輸𧺀柳𪬡歛撑,   ắ ễ ờ é 
󰜋堆迎渃迎城,ộ đô ê ướ ê à
色停隊没才停和𠄩,ắ đà đò ộ à đà ạ 
聰明本産性𡗶,ô  ố ẵ í ờ
坡芸詩畫𨇜味𰙔吟, ề  ạ đủ ù  â
宮商漏堛五音, ươ à ậ ũ â
芸𥢆咹坦胡琹没張,ề ê ă đứ ồ ầ ộ ươ
曲茄𢬣捛𢧚章,ú à  ự ê ươ
没篇薄命吏強󰞽人,ộ ê ạ ệ ạ à ã â
風流窒墨紅裙, ư ấ ự ồ ầ
春撑執齒細旬及筭,â  ấ ỉ ớ ầ ậ ê
㤿𧛋帳𢷀幔𩂏,ê ề ướ ủ à 
墻東蜂𧊉𠫾𧗱默埃,ườ đô  ướ đ ề ặ 
節皮𡥵燕迻梭,ế ừ  é đư 
韶光𠃩𨔿㐌外𦒹𨑮,ề  í ụ đã à á ươ
𦹵𡽫撑羡蹎𡗶,ỏ   ậ â ờ
梗梨𤽸點󰜋𢽼󱖮花,à ê ắ để ộ à ô 
清明𥪞節𣎃𠀧,   ế á 
礼󰑼掃墓哙󰑼踏清,ễ à ả ộ ọ à đạ 
𧵆賒奴󱋨燕嬰,ầ  ô ứ ế 
姉㛪懺所步行𨔈春,ị  ắ ử ộ à ơ â
習耀才子佳人,ậ ì à ử  â
馭車如渃襖裙如𣑻,ự  ư ướ á ầ ư ê
衮昂塸埬𢹣𨖲,ổ  ò đố é ê
梭鐄鈽𫽘烣殘紙󰒆, à ú ắ  à ấ 
斜斜䏾我𧗱西,à à ó ả ề â
姉㛪他矧攔𢬣𦋦𧗱,ị  ơ ẩ    ề
𨀈寅蹺𦰟小溪,ướ ầ  ọ ể ê
吝󰏙風景固皮清清,ầ   ả ó ề  
㝹㝹𣳔渃捥觥,  ò ướ ố 
𣜿橋儒𡮈𡳳𡌿北昂,ị ầ  ỏ ố ề ắ 
茌茌捻坦邊塘,è è ắ đấ ê đà
油油𦰟𦹵姅鐄姅撑,à à ọ ỏ ử à ử 
浪𬁖𥪞節清明,ằ   ế  
麻低香𤌋永醒世麻,à đâ ươ ó ắ  ế à
王觀買引𧵆賒,ươ  ớ ẫ ầ 
淡仙娘𧘇初󰑼𰙔兒,đạ ê à ấ ư à  
浽名才色没時,ổ  à ắ ộ ì
𠮿嗃外𨷶劎之燕鸚,ô  à ử é ì ế 
刼紅顔固蒙萌,ế ồ  ó  
姅澄春脱技梗天香,ử ừ â ắ ã à ê ươ
固𠊛客於遠方,ó ườ á ở ễ ươ
賒𦖑拱󱋨㗂娘尋制,  ũ ứ ế à ì ơ
船情皮󰠼旦尼,ề ì ừ é đế ơ
時㐌簪技󰜍淶包𣇞,ì đà â ã ì ơ  ờ
󰟀空冷𡴯如詞,ồ ô ạ ấ ư ờ
𨁪車馭㐌󰷳瀘𣻕撑,ấ  ự đã ê ờ ờ 
哭嘆坤掣事情,ó  ô ế ự ì
窖無緣閉󰑼命貝些,é ô ê ấ à ì ớ 
㐌空縁畧庄麻,đã ô ê ướ ă à
時之𡭧約哙󰑼縁𡢐,ì  ú ướ ọ à ê 
懺生攝梓車珠,ắ  ế ử  â
𡏧燶没捻默油𦹵花,ù ô ộ ắ ặ ầ ỏ 
𣦆包兎𣵰鵶斜,ả  ỏ ặ á à
𧘇墓無主埃麻咏𠶀,ấ ồ ô ủ  à ế ă
𢚸󰠲産𤷱傷心,ò đâ ẵ ó ươ â
説𦖑翹㐌潭潭珠沙,ắ  ề đã đầ đầ â 
𤴬疸台分弹󰜏,đ đớ  ậ đà à
𠳒󰑼分薄拱󰑼𠳒終,ờ à ậ ạ ũ à ờ 
負旁之貝化工,ũ à  ấ á ô
𣈜撑𤷱痗𦟐紅配坡,à  ò ỏ á ồ ô 
𤯨辰情󰝸𥢆埃,ố ì ì ẳ ê 
窖台托𬺗𦋦𠊛情空,é  á ố  ườ ì ô
芇𠊛鳯乍鸞終,à ườ ượ ạ  
芇𠊛惜綠貪紅󰑼埃,à ườ ế ụ  ồ à 
㐌空几兑𠊛懷,đã ô ẻ đá ườ à
産低些劎没𠄽𥘀香,ẵ đâ  ế ộ à é ươ
哙󰑼﨤𫽻𫡉塘,ọ à ặ ỡ ữ đườ
和󰑼𠊛𠁑𤂬鐄别朱,ạ à ườ ướ ố à ế 
啉𠽍哏㗑𡮈𫰅,ầ ầ ấ á ỏ 
拉𡎦把𦹵畧墓𨀈𦋦,ụ ồ ả ỏ ướ ồ ướ 
没漨𦹵愛䏾斜,ộ ù ỏ á ó à
󰊄囂囂𠺙没𢽼𦰟𦰤,ó   ổ ộ à ọ 
𢯰簪産㩫𠃅頭,ú â ẵ ắ á đầ
拍䏧核咏𦊚勾𠀧韻,ạ  â ị ố â  ầ
吏強迷𢠨心神,ạ à ê ẩ â ầ
吏強𥪸朗秦銀𫽄𦋦,ạ à đứ ặ ầ ầ ẳ 
吏強塢湥󰞺花,ạ à ủ ộ é 
愁𣻆坦綏珠沙𥐆𨱽,ầ ô đứ ố â  ắ à
雲浪姉拱𠽋唭,â ằ ị ũ ự ườ
窖餘渃眜哭𠊛𠁀初,é ư ướ ắ ó ườ đờ ư
浪紅顔自𠦳初,ằ ồ  ự ì ư
丐調薄命固除埃󰠳,á đề ạ ệ ó ừ  đâ
浽念想典𦓡𤴬,ỗ ề ưở đế à đ
𧡊𠊛𬛩妬别𡢐世芇,ấ ườ ằ đó ế  ế à
觀浪姉呐咍牢, ằ ị ó  
没調󰑼没運𠓨苦𦖑,ộ đề à ộ ậ à ó 
於低陰氣𥘀泥,ở đâ â í ặ ề
䏾朝㐌我𨤮槐群賒,ó ề đã ả ặ ò ò 
翹浪仍等才花,ề ằ ữ đấ à 
𣩂󰑼体魄群󰑼精𮎦,ế à ể á ò à  
易台情吏﨤情,ễ  ì ạ ặ ì
徐󰏙乙𧡊顯靈悲𣇞,ờ  ắ ấ ể  â ờ
没𠳒呐渚及䜹,ộ ờ ó ử ị ư
丿󰠳陣󰊄捲旗典𣦍,ú đâ ậ ó ố ờ đế 
泑泑覩祿拸核,à à đổ ộ đư â
於𥪝羕固香𠖤𠃣𡗉,ở  ườ ó ươ  í ề
提澄𦰟󰊄吝蹺,đè ừ ọ ó ầ 
𨁪𩌂曾𨀈󰷳印停停,ấ à ừ ướ ê  à à
𩈘𥆾埃乃調驚,ặ ì  ấ đề 
娘浪尼寔精誠𫽄賒,à ằ à ự  à ẳ 
有情些吏﨤些,ữ ì  ạ ặ 
𫽄泥幽顯買󰑼姉㛪,ẳ ề  ể ớ à ị 
㐌𢚸顯現朱󰏙,đã ò ể ệ  
謝𢚸娘吏綏添𢽼𠳒,ạ ò à ạ ố ê à ờ
𢚸䜹淶𣼽𥟍徊,ò ơ  á ồ ồ
㭲核吏拍没排古詩,ố â ạ ạ ộ à ổ 
用浪姅於姅𧗱,ù ằ ử ở ử ề
樂鐄󰠳㐌㗂𦖑𧵆𧵆,ạ à đâ đã ế  ầ ầ
𬖉澄𧡊没文人,ô ừ ấ ộ ă â
弄𢶻𢬣叩𨀈吝𨤮冰,ỏ ô  ấ ướ ầ ặ ă
提𢹂𦝄襊󰊄𦝄,đề ề ư ú ó ă
𡢐蹎蹺󰜋𠄽繩𡥵𡥵, â  ộ à ằ  
雪印色馭󰙃𤶐,ế  ắ ự â ò
𦹵坡味襖染𡽫䏧𡗶,ỏ  à á ộ   ờ
裊賒買𤏣𩈘𠊛,ẻ  ớ ỏ ặ ườ
客陀𬺗馭細尼敘情,á đà ố ự ớ ơ ự ì
鞋文吝𨀈𨤮撑,à ă ầ ướ ặ 
没𡓄如体核瓊梗瑤,ộ ù ư ể â ỳ à 
払王捐󰘚𦋦嘲,à ươ  ặ  à
𠄩翹𠵱󰘚納𠓨𠁑花, ề  ặ é à ướ 
原𠊛觥橘󰠳賒,ê ườ  ấ đâ 
户金𠸜重本茹簪纓,ọ  ê ọ ố à â 
𪤍富貴堛才名,ề ú í ậ à 
文章󰞺坦聰明性𡗶,ă ươ ế đấ ô  í ờ
天資才貌捽撝,ê ư à ạ ó ờ
𠓨𥪞風雅𦋦外豪花,à   ã  à à 
終觥刎坦渃茹,  ẫ đấ ướ à
貝王觀𫏾刎󰑼同親,ớ ươ  ướ ẫ à đồ â
刎𦖑𦹳𠽋鄕隣,ẫ  ơ ứ ươ â
没𪤍銅雀鎖春𠄩嬌,ộ ề đồ ướ á â  ề
渃𡽫隔󰋇󰟀桃,ướ  á ấ ồ đề
仍󰑼濫唒󰠐妖祝蒙,ữ à ộ ấ ầ ê ố ò
枚台解逅相逢,  ả ấ ươ ù
﨤旬妬𦲿妥𢚸尋花,ặ ầ đố á ả ò ì 
䏾紅落𧡊裊賒,ó ồ á ấ ẻ 
春蘭秋菊漫麻奇𠄩,â   ú ặ à ả 
𠊛國色几天才,ườ ố ắ ẻ ê à
情𥪞如㐌󰘚外群𠵱,ì  ư đã ặ à ò 
執廛干省干迷,ậ ờ ơ ỉ ơ ê
󰟱𡎢𫽄便𢴑𧗱㐱坤,ố ồ ẳ ệ ứ ề ỉ ô
䏾斜如逐干盆,ó à ư ụ ơ ồ
客陀𬺗馭𠊛群𥊘蹺,á đà ố ự ườ ò é 
󰡈溪渃沚𤄯漂,ướ  ướ ả  
邊求絲柳䏾朝㐌𦋦,ê ầ ơ ễ ó ề đã 
翹自𧿨𨃴帳花,ề ừ ở ó ướ 
󰘚𡗶典坦鉦陀收空,ặ ờ đế đấ ê đà  ô
𦎛娥永永慈窻,ươ  à ạ ừ 
鐄招痕渃核𪱨䏾𡑝,à  ấ ướ â ồ ó â
海棠扡𦰟東鄰,ả đườ ả ọ đô â
湥霜撩𥘀梗春󰑼陀,ọ ươ  ặ à â  đà
没命𤎜𥋴素娥,ộ ì ạ ắ ố 
遁塘賒買浽賒排排,ộ đườ  ớ ỗ  ờ ờ
𠊛麻典世時催,ườ à đế ế ì ô
𠁀繁花拱󰑼𠁀補𠫾,đờ ồ  ũ à đờ ỏ đ
𠊛󰠳﨤𫽻爫之,ườ đâ ặ ỡ à 
𤾓𢆥別固緣之台空,ă ă ế ó ê ì  ô
衮昂𤾓䋦邊𢚸,ổ  ă ố ê ò
𢧚勾絶妙寓𥪞性情,ê â ệ ệ ụ  í ì
征征䏾月熾萌,ê ê ó ệ ế à
𢭸𡎢邊󰡂没命燒燒,ự ồ ê ệ ộ ì  
率󰠳𧡊没小嬌,ắ đâ ấ ộ ể ề
固朝風韻固朝清新,ó ề  ậ ó ề  â
霜印󰘚雪坡身,ươ  ặ ế  â
樂鐄蕩蕩如𧵆如賒,ạ à ã đã ư ầ ư 
連𢜠噋𠳨𠻀󰑼,ề ừ đó ỏ ò 
桃源落𡓃󰠳麻典低,đà ê ạ ố đâ à đế đâ
䜹浪清氣初󰅒,ư ằ  í ư 
買共饒𣅶班𣈜㐌悁,ớ ù  ú  à đã ê
寒家於𠃅西阡,à  ở é â ê
𠁑𣳔渃沚边𨕭固橋,ướ ò ướ ả ê ê ó ầ
忝𢚸下顧典饒,ê ò ạ ố đế 
󰋇𠳒下賜捻珠招鐄,ấ ờ ạ ứ é â  à
𠳐呈會主󰏙詳,â ì ộ ủ  ườ
麻󰏙𥪞𢼂断膓固𠸜,à   ổ đạ ườ ó ê
歐停果刼人緣,â đà ả ế â ê
拱𠊛没會没船󰠳賒,ũ ườ ộ ộ ộ ề đâ 
尼𨑮排買買𦋦,à ườ à ớ ớ 
勾神吏摱筆花𦘧撝,â ầ ạ ượ ú  ẽ ờ
翹𠳐領意提排,ề â ĩ ý đề à
𢬣僊没󰖽𨇜𨑮曲吟, ê ộ ẫ đủ ườ ú â
󰏙䜹𠽋𭈿𠸦󰠐, ơ ứ ở  ầ
價仃繡口錦心恪常,á đà ú ẩ ẩ â á ườ
󰂇󰝂𠓨集斷膓,í đ à ậ đạ ườ
時撩解一之讓朱埃,ì  ả ấ  ườ  
㙴花客㐌𧿨鞋,ề  á đã ở à
娘群於吏没𠄩叙情,à ò ở ạ ộ  ự ì
𩙌兜鄭幅萌萌,ó đâ ị ứ à à
醒𦋦買別浪命占包,ỉ  ớ ế à ì ê 
𬂙蹺芇𧡊󰠳芇,ô  à ấ đâ à
香乘羕唉𦋦𠓨󰠳低,ươ ừ ườ ã  à đâ đâ
没命量慮更迡,ộ ì ưỡ ự  ầ
塘賒𢪀浽𡢐尼麻驚,đườ  ĩ ỗ  à à 
花㵢䕯󰟅㐌仃, ô è ạ đã đà
别緣命别分命世傕,ế ê ì ế ậ ì ế ô
浽𥢆笠笠㳥㵢,ỗ ê ớ ớ ó ô
𢪀隊干吏湥洡隊干,ĩ đò ơ ạ ụ ù đò ơ
重嬌𡃚𠯇帳鸞,ọ ề ề ĩ ướ 
茹萱秩醒𠳨干故之,à ê ợ ỉ ỏ ơ ớ ì
故𬁖陳濁更𣌉,ớ  ằ ọ  
牟花梨唉滛湜湥湄,à  ê ã ầ ề ọ ư
䜹浪𡭧分𬏝䜹,ư ằ ú ậ â ơ
養生堆女𩯀絲渚填,ưỡ  đô ợ ó ơ ư đề
𣇜𣈜制𡏢淡僊,ổ à ơ ả đạ ê
𥃱𠫾率𧡊應連占包,ắ đ ắ ấ ứ ề ê 
斷膓󰑼𢼂世芇,đạ ườ à ố ế à
排𦋦世𧘇詠𠓨世箕,à  ế ấ ị à ế 
據𥪞夢兆麻推,ứ  ộ ệ à 
分𡥵傕固𦋦之枚𡢐,ậ  ô ó  ì  
𠰺浪夢兆據󰠳,ạ ằ ộ ệ ứ đâ
俸空謨󰞽職愁𢪀芇,ỗ ô  ã ố ầ ĩ 
𠳐𠳒𡅳解濕高,â ờ ê ả ấ 
渚衝調𢪀㐌滛脉霜,ư  đề ĩ đã à ạ ươ
外窻兎矢鶯鐄,à  ỏ ẻ  à
腋墻葻柳𠖤昂𫏾萌,á ườ ô ễ   ướ à
軒斜擱䏾征征,ê à á ó ê ê
浽𥢆𥢆鄭𡬷𥢆没命,ỗ ê ê ạ ấ ê ộ ì
朱咍󰑼𫗂有情,  à ó ữ ì
妬埃𢴑䋦絲萌朱衝,đố  ứ ố ơ à  
払金自吏書窻,à  ừ ạ ư 
浽娘更更边𢚸𠴠虧,ỗ à  á ê ò ế â
愁冬強刻強苔,ầ đô à ắ à đầ
𠀧秋論吏󰜋𣈜𨱽稽,  ọ ạ ộ à à ê
𩄲秦鎖謹窻𦂛,â ầ á í  
𡏧紅料裊𠫾𧗱占包,ụ ồ ệ ẻ đ ề ê 
旬𦝄鈌𥒦油耗,ầ ă ế đĩ ầ 
󰘚𢠩想󰘚𢚸嗷喭𢚸,ặ ơ ưở ặ ò  á ò
󰟀文唏冷如銅,ồ ă ơ ạ ư đồ
竹痴󰇽兎絲𣳔𧊉鸞,ú  ó ỏ ơ ù í 
萌湘拂拂𩙌弹,à ươ ấ ấ ó đà
香洟味女茶漧喠情,ươ â ù ớ à  ọ ì
󰂇庒緣女𠀧生,í ă ê ợ  
爫之󰝂𫗁傾城撩𤽗,à  đ ó  à ê ươ
氷傾𢖵景𢖵𠊛,â â ớ ả ớ ườ
𢖵尼奇遇倍移𨃴𠫾,ớ ơ ỳ ộ ộ ờ ó đ
󰜋𣳔𦹵木撑荑,ộ ò ỏ ọ  ì
渃吟𤄯沕𧡊之女󰠳,ướ â  ắ ấ ì ữ đâ
󰠶朝如改干愁,ó ề ư ợ ơ ầ
葦𦰤囂乙如牟改撩, ô  ắ ư à ả ê
芸𥢆𢖵𠃣想𡗉,ề ê ớ í ưở ề
侵侵提裊篮橋吝郎,ă ă đè ẻ  ề ầ 
審嚴謹槓高墙,â ê í ổ  ườ
件𣳔𦲿𧺀𢴑塘𫚳撑,ạ ò á ắ ứ đườ  
羅䜹絲柳葻萌,ơ ơ ơ ễ ô à
𡥵鶯𭓇呐𨕭梗𠸍𠶣,  ọ ó ê à ỉ 
󰋇吝󰘇㨂杄󱕦,ấ ầ ử đó  à
𣲆㙴花用别𠊛於󰠳,ã ề  ụ ế ườ ở đâ
秦銀𨅸捽𣇞𥹰,ầ ầ đứ ố ờ â
𬧖觥秩𧡊𠃅𡢐固茹,ạ  ợ ấ é  ó à
󰑼茹吳越商家,à à ô ệ ươ 
󰟀空抵妬𠊛賒渚𧗱,ồ ô để đó ườ  ư ề
𥙩調道𭓇𠳨税,ấ đề đạ ọ ỏ ê
襊弹𥝥册提𢹂遁𨖅,ú đà ặ á đề ề ọ 
固核固𥒥産床,ó â ó đá ẵ à
固軒揽翠󰞺鐄渚派,ó ê ã ý é à ư 
𢜠󰠐准𧘇𫳘排,ừ ầ ố ấ ữ à
𠀧生歐罕緣𡗶之低,  â ẳ ê ờ  đâ
窻糊姅怯𫅩𩄲, ồ ử é á â
墻東𥊘眜𣈜𣈜恒𬖉,ườ đô é ắ à à ằ ô
𡬷𡬼銅鎖原封,ấ  đồ ỏ ê 
絶𩂟芇𧡊䏾紅𠓨𦋦,ệ ù à ấ ó ồ à 
忍自舘客鄰羅,ẫ ừ á á â 
旬𦝄瀋脱𫢩陀噡𠄩,ầ ă ấ á  đà è 
隔墻沛𣇜㤿𡗶,á ườ ả ổ ê ờ
𠁑桃差固䏾𠊛切他,ướ đà  ó ó ườ ướ 
損琴捉襖倍𦋦,ô ầ ố á ộ 
香群𦹳𠽋𠊛陀永醒,ươ ò ơ ứ ườ đà ắ 
吝蹺墻錦𨄹觥,ầ  ườ ấ ạ 
𨕭桃恪𧡊没梗金钗,ê đà á ấ ộ à  
拁𢬣𢭲𥙩𧗱茹,ơ  ớ ấ ề à
尼𥪞閨閣󰠳𦓡典低,à  ê á đâ à đế đâ
𡄎歐𠊛󰀎寶尼,ẫ â ườ ấ á à
𫽄緣渚易𠓨𢬣埃擒,ẳ ê ư ễ à   ầ
連𢬣𥋴𥊘𠴠𦣰,ề  ắ í ế ằ
唉群倘倘香沉渚派,ã ò  ả ươ ầ ư 
散霜㐌𧡊䏾𠊛, ươ đã ấ ó ườ
觥墻𦋦衣尋頺謹魚, ườ  ý ì ò ẩ ơ
生陀固意待徐, đà ó ý đợ ờ
隔墻𨖲㗂賒迻厭𢚸,á ườ ê ế  đư ướ ò
釵尼扒特虚空, à ắ đượ ư ô
別󰠳合補𦓡蒙珠𧗱,ế đâ ợ ố à  â ề
㗂翹𦖑津边箕,ế ề  ọ ê 
恩𠊛君子詫之𧵑淶,ơ ườ â ử á ì ủ ơ
隻釵芇𧵑󰋇𨑮,ế  à ủ ấ ươ
𦓡𢚸重義輕財掣包,à ò ọ ĩ  à ế 
生浪󰠷里𦋦𠓨, ằ â ý  à
𧵆低芇沛𠊛芇賒吹,ầ đâ à ả ườ à  ô
特𣈙如𡭧𦹳淶,đượ à ư ú ơ ơ
計陀少󰞽𢚸𠊛閉󰅒,ể đà ể ã ò ườ ấ 
󰋇𥹰買特没𣈜,ấ â ớ đượ ộ à
仃蹎𣵲𡭧念西噲󰑼,ừ â ạ ú ề â ọ à
倍𧗱添𥙩𧵑茹,ộ ề ê ấ ủ à
釧鐄堆隻巾𬗢没󰉓,ế à đô ế ă à ộ ô
堛𩄲𨂚𨀈𦰟墻,ự â ó ướ ọ ườ
沛𠊛歆怒𤑟𤉜𫽄差,ả ườ ô ọ õ à ẳ 
𠶤𠼾󰇾意湥提,ượ ù ữ ý ụ è
几𥚆𤑟󰘚𠊛𠵱檜頭,ẻ ì õ ặ ườ  ú đầ
浪自偶尔﨤饒,ằ ừ ẫ ĩ ặ 
󰠐𬖉濫𢖵閉𥹰㐌𤶐,ầ ô ộ ớ ấ â đã ồ
昌枚性㐌𢷀𤷱,ươ  í đã ũ ò
吝𩢬埃別唉群𣋚󰅒,ầ ừ  ế ã ò ô 
𣎃𧷺如𠳚宫𩄲,á ò ư ử  â
陳陳没分挹核㐌料,ầ ầ ộ ậ ấ â đã ề
便抵嗔没𠄩調,ệ đâ  ộ  đề
臺𦎛𤐝典𨁪䕯朱庒,đà ươ  đế ấ è  ă
謹魚娘買䜹浪,ầ ừ à ớ ư ằ
𫗁茹氷雪質恒菲葑,ó à ă ế ấ ằ ỉ 
油欺𦲿𧺀紙紅,ù  á ắ ỉ ồ
𢧚庒時拱在𢚸媄吒,ê ă ì ũ ạ ò ẹ 
𥘀𢚸㤕柳爲花,ặ ò ó ễ ì 
𥘷𡥵㐌別󰠳𦓡敢䜹,ẻ  đã ế đâ à á ư
生浪𣈙𩙌枚湄, ằ à ó  ư
𣈜春㐌易情期󰋇欺,à â đã ễ ì ờ ấ 
油𫽄察𬌓情癡,ù ă é ấ ì 
舌些𦓡固益之典埃,ệ  à ó í ì đế 
𡭧之哏咘󰜋𠄩,ú  ắ ó ộ 
朱停耒仕料排䋦萌, đà ồ ẽ ệ à ố 
悃𤍌油負𡬷誠,ô ê ù ụ ấ à
拱料補过春撑󰜋𠁀,ũ ề ỏ á â  ộ đờ
量春油決狹𤞑,ượ â ù ế ẹ ò
功㧅󱁲𫽄舌催𡗋由,ô đ đổ ẳ ệ ò ắ 
朗𦖑𠳒呐如油,ặ  ờ ó ư 
朝春易遣󰞺秋𪿒顒,ề â ễ ế é  ạ ù
浪𥪞𣇜買𨔍𨓡,ằ  ổ ớ ạ ù
你𢚸固𨤰擒𢚸朱當,ể ò ó ẽ ầ ò  đ
㐌𢚸君子多恾,đã ò â ử đ 
󰜋𠳒𠳐鑿𥒥鐄始終,ộ ờ â ạ đá à ỷ 
特𠳒如𢶒𬌓𢚸,đượ ờ ư ở ấ ò
